Age,Income,Gender,Marital_Status,Credit_Score,Num_Purchases,Membership_Years,Device_Used,Churn
26.0,50419.2718286669,Male,Divorced,773.409322076304,8,2,Desktop,0
51.0,56272.80617701623,Male,Married,641.274658317247,4,7,Desktop,1
29.0,23490.539703341357,Male,Married,572.2610625723094,6,12,Mobile,0
52.0,28235.40106338368,Female,Divorced,559.5855698705926,7,1,Mobile,1
52.0,37427.05528985722,Male,Divorced,669.1204521902945,1,6,Tablet,1
18.0,43345.7254322442,Male,Married,555.6953363952032,4,4,Desktop,1
,33558.15462892897,Other,Single,610.7913518434831,9,2,Desktop,0
39.0,49460.068820341374,Male,Married,632.5067857385541,5,3,Mobile,0
46.0,43794.36248488072,Male,Divorced,730.0573017583378,2,7,Mobile,1
25.0,66063.42847009424,Female,Married,,8,6,Mobile,0
28.0,42878.39531774438,Female,Single,604.9905326916729,4,6,Desktop,0
58.0,,Other,Married,635.1121780845355,9,8,Desktop,1
54.0,51886.2675880313,Male,Divorced,538.3230569876978,4,8,Tablet,0
31.0,49787.029633829916,Other,Married,507.2633140729396,4,6,Desktop,0
,37069.251778932594,Female,Divorced,563.9663286685167,5,1,Tablet,1
52.0,51424.99825245555,Other,Divorced,728.6168152928067,5,10,Tablet,1
38.0,33871.03117660498,Female,Married,704.6056505555022,3,13,Desktop,1
54.0,54947.59930435014,Other,Divorced,676.8405383817629,8,7,Tablet,1
22.0,89493.86655394777,,Divorced,547.9662859365596,5,8,Tablet,0
36.0,22915.917906398507,Male,Single,600.1838295826199,4,5,Mobile,0
31.0,42256.3686948626,Other,Single,589.9525280274964,5,13,Desktop,1
43.0,39852.423178262965,Male,Single,638.3801140565606,4,11,Tablet,1
21.0,43501.101747686844,Male,Single,633.9662510357518,6,4,Tablet,0
42.0,,Male,Divorced,579.863020031292,3,7,Tablet,0
62.0,58142.39838978537,Male,Married,674.445176552898,5,12,Desktop,0
59.0,62731.49753909635,Other,Divorced,666.0262466142967,8,12,Mobile,1
42.0,50457.43257130397,Female,Divorced,598.9823830634938,7,11,Mobile,1
35.0,30168.510200827135,Female,Divorced,671.2994874142772,4,13,Desktop,1
57.0,33279.719581100304,Female,Married,728.6999757831364,7,6,Desktop,1
25.0,61193.89561199889,Other,Single,749.9642543986272,5,12,Desktop,0
56.0,,,Divorced,684.3463509626902,4,6,Desktop,1
57.0,68903.11109118257,Female,Divorced,682.2887560386549,3,14,Mobile,1
31.0,54398.931548701956,Other,Single,633.1902760182982,6,3,Tablet,0
49.0,32254.775100018123,Male,Divorced,722.0799026874612,2,11,Tablet,1
68.0,42171.47278725268,Female,Married,575.0753984062148,5,10,Desktop,0
55.0,58472.21224524395,Male,Divorced,713.9695100385716,5,4,Desktop,1
,60654.98744357939,Female,Divorced,629.8676686073438,4,5,Tablet,0
40.0,62826.62948232032,Female,Single,754.3655779041211,8,9,Mobile,0
,34272.1383019221,Female,Divorced,691.1744484928053,2,8,Desktop,0
50.0,31984.547508846124,Male,Divorced,645.249363824883,6,3,Desktop,1
42.0,47152.96220378869,Other,Married,633.4458645767008,4,6,Mobile,1
34.0,71601.10274800182,Male,Single,686.7928998113906,6,10,Mobile,1
50.0,39591.975187879725,Female,Single,683.3987043380239,2,1,Mobile,1
64.0,56824.578359014595,Male,Married,622.1159896849631,5,3,Desktop,1
19.0,56825.917084084474,Other,Divorced,656.4285030787843,3,10,Mobile,1
31.0,61411.5912450592,Male,Single,712.7473061144021,7,14,Desktop,0
57.0,74966.60380922316,Other,Single,554.5650619483825,3,12,Desktop,1
57.0,73428.59637149159,Other,Divorced,700.8114754387599,4,7,Mobile,1
68.0,41080.91249240742,Male,Divorced,686.4850204851548,4,7,Tablet,0
56.0,18531.568380369892,Female,Single,733.0653232893044,6,2,Mobile,0
68.0,39822.05996952886,Other,Divorced,599.9042409087733,6,3,Tablet,1
23.0,51135.08441070853,Male,Single,650.4001260265023,8,7,Mobile,0
23.0,44575.320834715145,Other,Divorced,664.3547863203427,5,12,Mobile,1
20.0,79518.48414392202,Female,Divorced,701.7157562040164,2,6,Desktop,0
24.0,50281.70456474674,Male,Married,680.03818504127,9,13,Desktop,1
68.0,59805.67820384291,Male,Divorced,563.2311430831408,4,7,Desktop,0
25.0,53258.214644710155,Male,Married,670.3730823003152,7,10,Desktop,0
59.0,44800.50224763767,Female,Divorced,790.2960141989286,3,9,Desktop,1
69.0,21127.824830560003,Other,Single,692.823030317292,8,8,Desktop,1
32.0,48820.73542187772,Male,Single,764.6632861175619,2,6,Desktop,0
64.0,98819.7093973119,Other,Divorced,723.0142964106369,2,12,Tablet,0
46.0,31333.124002432494,Other,Divorced,,5,14,Tablet,0
50.0,22776.904334386632,Female,Single,671.6978062689294,2,4,Desktop,0
69.0,79045.83953853365,Male,Divorced,686.5291576728482,9,14,Tablet,1
47.0,61131.24454804002,Other,Married,667.8862429648963,7,13,Mobile,0
56.0,52811.29820785155,Male,Married,650.3038605534666,5,10,Tablet,0
44.0,70440.10793550586,Male,Married,701.9536486048373,3,9,Desktop,1
53.0,37527.470855658554,Female,Married,,4,7,Tablet,1
46.0,48401.07858628022,Male,Married,781.9767621210243,6,5,Mobile,1
55.0,64327.311753512346,Male,Divorced,585.0390922618209,5,2,Tablet,1
50.0,81655.31551730593,Other,Divorced,706.7971683942011,2,9,Desktop,1
54.0,32471.835280150874,Female,Married,746.5069992112512,5,14,Mobile,1
44.0,69211.01687840592,Male,Divorced,637.6364772227718,6,7,Mobile,0
50.0,,Other,Divorced,572.0915882203285,5,9,Tablet,0
21.0,52445.916011441244,,Married,730.8870712497649,6,11,Mobile,0
39.0,49884.061666178924,Female,Divorced,664.2376717035179,6,9,Mobile,1
19.0,,Other,Divorced,706.9321250821221,2,10,Mobile,1
27.0,64446.33497319548,Other,Divorced,642.3381780813878,4,5,Desktop,0
22.0,38265.96469510508,Other,Married,771.2347277625678,6,7,Mobile,0
27.0,33804.639462464795,Other,Divorced,501.8094363455556,2,5,Tablet,1
50.0,63281.88438350507,Other,Single,676.3324285898614,4,3,Tablet,1
55.0,61837.010377200175,,Single,743.9224638626118,3,10,Mobile,0
30.0,51185.00125416594,Male,Married,657.3737331380578,3,8,Tablet,0
48.0,66193.15431217462,Female,Single,671.1651085111838,3,8,Mobile,0
64.0,71389.04872218672,Male,Married,619.6191731203094,4,9,Tablet,0
53.0,69623.3611673831,Male,Single,651.4481955506632,6,11,Mobile,0
62.0,42075.8153989703,Male,Single,532.9700370804586,3,14,Mobile,1
41.0,65211.573969195684,Other,Single,,7,12,Mobile,0
69.0,53174.614662629734,Female,Married,594.927141102844,3,6,Desktop,0
32.0,75888.61655528561,Female,Married,696.8386793720508,3,2,Tablet,1
46.0,48144.0749559924,Female,Divorced,610.0041168498586,11,3,Mobile,0
25.0,44652.92543947504,Female,Married,612.0267115042126,2,13,Desktop,1
22.0,40793.04684735685,Male,Single,623.5453647800402,8,11,Desktop,1
46.0,52839.31841353333,Male,Single,597.5948708239277,10,12,Mobile,0
64.0,57000.88201388156,Other,Married,668.8315588483188,4,10,Mobile,0
21.0,57289.43424390907,Female,Married,676.4342028603037,5,11,Mobile,1
29.0,55237.58810467785,Male,Married,707.7513005805231,5,6,Mobile,1
62.0,60065.55519019709,Male,Divorced,695.692505760156,4,1,Mobile,1
19.0,46661.87246128403,Other,Single,688.6930421489291,8,14,Tablet,0
44.0,36912.27026612193,,Divorced,626.972216620179,11,2,Mobile,0
48.0,35602.58004629528,Other,Divorced,622.4827374763485,7,8,Mobile,0
68.0,64625.76642955202,Male,Single,589.015229835608,5,11,Tablet,0
,57054.83465792435,Male,Single,587.752941777413,7,8,Desktop,0
53.0,22162.43343574514,Other,Married,663.5982986775482,4,6,Tablet,1
53.0,66451.30140199911,Female,Married,,5,3,Desktop,0
43.0,78206.52719603982,Other,Divorced,752.7826893349171,3,14,Desktop,0
60.0,39261.24723862201,Other,Married,647.3749423847855,8,2,Tablet,1
44.0,55042.40069414062,,Married,755.0973075011678,2,13,Mobile,0
22.0,,Other,Single,690.0236938199818,7,6,Desktop,0
37.0,59424.6038820675,Male,Single,595.5934495869802,2,1,Mobile,0
28.0,32509.866663871624,,Married,645.6567667992728,2,14,Tablet,1
27.0,48928.31514351829,Other,Single,532.8583361217599,4,10,Desktop,1
57.0,64719.71191998172,Female,Married,,6,6,Mobile,0
55.0,68535.6760894826,Female,Single,601.9962114508278,6,9,Desktop,0
23.0,56397.43728379533,Female,Single,572.0579394249318,4,7,Desktop,0
25.0,44914.32045185391,Other,Single,756.5502730983633,8,9,Tablet,1
40.0,26110.98373484587,Male,Single,722.1411418689001,8,2,Mobile,1
64.0,38636.754331410775,Other,Married,720.2127285133723,9,11,Mobile,0
43.0,42960.898928678296,Female,Divorced,704.7477893655661,5,14,Desktop,0
63.0,39533.99325047579,Female,Single,563.5577669111951,4,5,Mobile,0
60.0,50893.29452470423,Male,Married,621.9664355035213,5,9,Desktop,0
29.0,44871.68395743072,Other,Married,626.2347450971079,6,7,Tablet,1
43.0,52581.820585031644,Female,Single,530.3184048130748,3,9,Tablet,1
30.0,68039.40951571496,Male,Divorced,611.0099233609208,6,14,Mobile,0
57.0,43903.066681559576,Female,Single,611.773141706807,9,11,Tablet,1
35.0,29256.995341186626,Male,Married,658.8199263246473,3,6,Tablet,1
,39474.38602812687,Male,Divorced,827.2671320166841,6,7,Mobile,0
50.0,58753.82704959908,,Married,648.5372606376683,3,10,Desktop,0
,60169.156774290095,Female,Single,658.8560118198767,5,5,Tablet,0
57.0,56091.27795524351,Other,Divorced,632.4852809065101,2,6,Mobile,0
60.0,69511.05958832023,Female,Married,,5,1,Mobile,1
29.0,47204.55395184522,Other,Married,574.8257953947956,2,1,Mobile,0
61.0,80782.49222013986,Female,Married,782.7226246607758,4,2,Tablet,0
53.0,62272.8070415886,,Single,641.3088554773227,3,11,Tablet,0
65.0,12147.687946881837,Male,Divorced,622.3367116878255,6,14,Desktop,0
21.0,77009.8794494535,Female,Single,,7,4,Desktop,1
22.0,38495.20084796417,Female,Single,,6,11,Desktop,0
54.0,34488.48215814604,Male,Single,700.3475688138733,4,9,Desktop,0
25.0,57856.566647493404,Other,Divorced,748.3619038916753,8,7,Desktop,1
59.0,23927.292914951846,Female,Single,633.1060059317894,4,6,Desktop,0
66.0,39567.9615301758,Female,Single,793.698912915591,6,1,Mobile,0
45.0,73356.47810936312,,Single,695.1004068382878,6,5,Desktop,0
48.0,58343.26368496254,Male,Single,695.96859817651,4,11,Tablet,1
26.0,62183.5967140883,Other,Married,,6,12,Desktop,0
68.0,40146.340992537895,Other,Single,764.1514468245462,5,13,Tablet,0
46.0,26924.45001547845,Other,Married,668.3287290484466,4,4,Desktop,0
31.0,60602.26143970601,Female,Single,705.7833808963857,6,5,Mobile,1
57.0,63953.84234362926,Male,Divorced,747.743904521265,6,11,Mobile,0
,63274.90079121665,Male,Married,568.6732246546994,7,9,Tablet,0
39.0,53136.03845176798,Other,Married,528.9348320257146,6,12,Desktop,0
28.0,35493.97634791894,Female,Married,645.9712255715866,6,3,Mobile,1
40.0,86566.54382089595,Other,Married,527.2556049806434,8,4,Mobile,1
18.0,57196.81164476264,Female,Divorced,628.0203432584433,6,8,Desktop,0
63.0,47391.70037616248,Female,Single,672.0061473939396,7,3,Tablet,0
54.0,47458.26143774948,Female,Married,630.7052863761411,3,13,Tablet,1
38.0,52243.96217110331,Female,Divorced,640.0884866327416,2,3,Tablet,0
43.0,66044.12393236971,Male,Married,579.8833440465353,5,13,Mobile,1
63.0,52844.42184958179,Female,Single,705.170048077966,9,9,Desktop,1
53.0,62877.697301712455,Female,Married,575.5575643014362,3,5,Mobile,1
40.0,52270.96531839811,Other,Divorced,502.7968788261477,2,10,Mobile,0
18.0,48314.69162794429,Other,Single,635.4862859226746,5,1,Mobile,1
68.0,59618.75589992583,Male,Divorced,714.0513947443969,1,7,Mobile,1
57.0,59049.29050510695,Other,Single,655.5881554318083,4,7,Desktop,0
32.0,47455.48821357267,Female,Single,568.4642089443836,6,6,Mobile,0
38.0,38761.89563428611,Other,Single,657.1365677184435,4,6,Mobile,0
,55125.93372110652,Male,Married,680.6812593337845,5,3,Tablet,1
26.0,51175.23003443891,Other,Divorced,656.3221684063249,5,3,Mobile,1
26.0,41676.92430843864,Other,Divorced,631.4791027177989,1,10,Desktop,0
,37363.992761948044,Male,Divorced,684.0227077149924,9,11,Mobile,1
69.0,56157.13765841685,Male,Single,528.3101168025898,3,9,Desktop,0
43.0,58251.425855415415,Female,Married,587.4231226466194,2,1,Desktop,0
58.0,44599.518280177086,Other,Single,558.6354331536282,6,7,Desktop,0
52.0,41300.94446130611,Female,Divorced,744.387046039171,5,13,Tablet,0
69.0,37546.17216444214,Other,Married,699.8422204691872,3,12,Tablet,0
,55733.82408717378,Other,Married,662.9587524019812,4,11,Mobile,1
43.0,37940.34389538895,Female,Married,548.4564842653034,5,10,Mobile,1
28.0,83617.01853531096,Other,Divorced,702.0903452263683,8,7,Mobile,0
55.0,43845.778460435045,Other,Married,747.0578094494272,3,8,Desktop,1
19.0,13621.785831910987,Other,Married,690.0046315524494,6,6,Desktop,1
24.0,49547.42500056298,Male,Single,647.537580844751,9,8,Desktop,0
35.0,48904.49780271796,Female,Single,694.2202622295431,7,1,Mobile,1
44.0,66675.77851286283,Male,Married,669.1041279976882,3,1,Mobile,1
51.0,54321.89355091556,Female,Married,714.8253363547817,4,9,Mobile,0
44.0,37492.47224840296,Female,Single,713.2579949255068,4,12,Mobile,1
34.0,45704.12189754835,Other,Single,634.5254124372772,11,4,Tablet,1
60.0,54911.29657476482,Female,Single,603.7551031981124,4,3,Tablet,1
61.0,,Male,Divorced,622.0123941519676,5,6,Tablet,1
68.0,70079.32601585676,Male,Divorced,687.5095234503453,7,10,Mobile,1
41.0,,Male,Single,626.2392243741534,13,12,Tablet,0
42.0,71255.65731421426,Female,Married,597.4629267292323,8,13,Tablet,0
24.0,55886.97711689883,Male,Single,649.9332640122756,6,12,Mobile,0
69.0,59443.912045909616,Female,Divorced,727.5219851468266,5,9,Tablet,0
23.0,67241.35154001908,Male,Married,659.4575646993844,4,10,Mobile,0
41.0,58596.980790387475,Male,Divorced,630.66474027997,3,11,Mobile,1
50.0,60093.29324476177,,Married,672.4302255062736,9,4,Mobile,1
66.0,47533.75339307928,Male,Divorced,655.8827446334907,7,9,Desktop,0
46.0,55582.53022208143,Other,Married,514.6454071293225,9,5,Mobile,0
60.0,41187.53277542385,Female,Married,698.7731400113411,6,13,Tablet,0
39.0,44848.83350618049,Female,Married,678.5220907962977,7,7,Tablet,1
43.0,79470.42571953362,Female,Married,651.1320259262022,4,3,Mobile,1
45.0,37877.09622424367,Other,Divorced,724.3649690506045,6,3,Desktop,1
67.0,,Female,Divorced,734.9099554975139,4,12,Desktop,1
38.0,51702.035550732144,Male,Married,705.9138063031486,2,3,Desktop,1
66.0,45338.68292328801,Male,Married,590.4789428775126,4,8,Tablet,1
24.0,57716.014048556564,,Divorced,592.9002222561128,5,14,Desktop,0
34.0,58845.831391120744,Female,Married,728.2134878001389,3,6,Desktop,1
37.0,36112.71225278631,,Married,518.594325113836,6,9,Mobile,0
58.0,51520.35067319827,Female,Married,,2,9,Desktop,0
66.0,33764.48991841465,,Single,680.7878064921757,2,8,Desktop,1
37.0,61828.22927475952,Other,Married,527.4714585186747,5,1,Desktop,1
39.0,52647.30965543938,Other,Single,666.404026719521,6,6,Mobile,1
45.0,51234.94830075631,Other,Married,716.8100353610166,4,4,Mobile,1
,59885.470233086045,Other,Divorced,546.0096750927567,2,4,Desktop,1
66.0,45867.34564297399,,Single,766.0719144685911,5,3,Tablet,1
24.0,63710.329388273065,Male,Single,579.3118946730763,7,12,Tablet,1
18.0,35773.32690865796,Other,Married,,9,9,Mobile,1
49.0,71178.14778341791,Female,Married,644.1482500148957,5,2,Desktop,0
30.0,41736.33226167719,Other,Single,654.8660936590315,7,1,Tablet,0
47.0,24557.313984566186,Other,Divorced,,10,14,Desktop,1
40.0,45071.97637305902,,Divorced,738.2331073647141,5,10,Mobile,0
68.0,43370.47704118687,Female,Married,672.8118424345164,6,3,Tablet,1
36.0,44958.89020774946,Male,Divorced,,7,13,Mobile,0
49.0,53474.720232259744,Male,Divorced,561.9807945594681,6,4,Desktop,0
47.0,66467.63541332408,Other,Married,637.3135756284914,9,4,Mobile,1
46.0,47124.41129154295,Other,Divorced,664.6670467791545,6,6,Mobile,1
66.0,39625.73645271649,Male,Married,654.2268203106447,4,1,Mobile,1
62.0,33101.79781574305,Male,Single,696.6749741270694,7,1,Mobile,0
,42977.25813036434,Female,Married,636.4257020653287,3,2,Tablet,0
47.0,21682.62741124471,Male,Single,798.541823241048,4,4,Desktop,1
33.0,39123.00359725458,Male,Single,,3,7,Tablet,0
57.0,68660.80843793279,Other,Divorced,448.1091894966366,5,6,Desktop,1
36.0,37649.611931323656,Male,Divorced,655.894070583756,2,11,Desktop,0
35.0,59430.73791200457,Other,Divorced,738.3024789406328,3,9,Desktop,1
18.0,31602.76865287265,Male,Married,585.3685728704627,3,7,Desktop,0
31.0,76566.4384896583,Female,Divorced,580.9271367580135,7,12,Desktop,1
68.0,77564.10099597066,Male,Single,591.1727205562287,4,5,Tablet,1
64.0,58865.323348398146,Male,Divorced,574.6466233016009,7,6,Desktop,1
67.0,79868.78902465283,Male,Divorced,616.4418800405804,5,10,Mobile,0
19.0,55336.89462391493,Other,Married,713.6508058444455,3,9,Tablet,1
45.0,61527.75671224334,Female,Married,756.8432909888886,7,1,Tablet,0
66.0,68929.00815097302,Male,Single,480.30247732439597,4,11,Desktop,1
67.0,52695.77679647674,Other,Married,623.508174249578,4,9,Mobile,1
47.0,26714.338076224078,Female,Divorced,671.1888596063712,5,6,Mobile,1
55.0,61834.450328515966,Other,Married,664.1874854369634,3,12,Desktop,0
68.0,42922.106083498045,Other,Single,782.9957766636022,6,4,Desktop,0
21.0,44037.0526856681,Female,Divorced,509.2514263292553,9,12,Mobile,0
18.0,,,Single,468.76552457180503,3,5,Tablet,1
25.0,58494.21319576056,Other,Married,794.354876682678,2,13,Tablet,0
46.0,52252.01951009327,Other,Married,702.7403585273136,2,1,Desktop,1
56.0,59535.943042359635,Male,Single,610.0039889132963,7,7,Tablet,1
20.0,39397.142989097054,Male,Divorced,662.0119141147568,5,13,Tablet,1
49.0,49359.44307915075,Female,Married,667.0252335792746,8,13,Mobile,1
27.0,62736.28175676306,Female,Married,608.3135446764815,6,8,Tablet,1
27.0,76591.86764655073,Female,Divorced,659.9244859484004,4,11,Mobile,0
36.0,81896.53383459813,Male,Married,674.8369362262084,4,5,Desktop,0
63.0,56494.65024091597,Other,Single,791.0871182953978,7,2,Desktop,1
51.0,62600.14740118411,Other,Married,717.4415855599879,2,8,Mobile,1
50.0,79723.68747222787,Female,Married,771.7526198169453,2,10,Mobile,0
,39937.45944899758,Male,Divorced,555.9499961428974,5,7,Desktop,1
,59445.49779068875,Other,Single,625.69619182675,6,10,Mobile,1
49.0,61525.14424229219,Female,Divorced,666.9572888752137,6,9,Desktop,1
67.0,71717.92154115117,Other,Married,515.5229472806926,3,4,Desktop,1
24.0,32942.87929195666,Other,Married,732.7301536676496,13,11,Desktop,0
46.0,35908.91324299225,Male,Divorced,694.9546840617884,6,9,Desktop,1
25.0,,Male,Divorced,624.2989036032295,4,4,Desktop,0
18.0,55665.914934824534,Other,Divorced,637.166595954945,7,3,Desktop,0
20.0,66842.95930600712,Female,Single,737.7706822176624,4,11,Tablet,0
,57763.15663718407,Male,Married,594.3193436654124,9,3,Tablet,0
40.0,47728.80154834574,Other,Divorced,740.5929744763602,4,10,Desktop,1
25.0,56246.92167134211,Male,Married,632.3572884389598,4,2,Tablet,1
64.0,54515.66714411677,Male,Single,702.9197236943842,8,10,Mobile,1
54.0,76175.24644981683,Male,Single,656.0734943905292,4,3,Mobile,0
20.0,52484.884153527986,,Single,806.323569265583,7,14,Desktop,0
68.0,44253.748796711545,Female,Single,587.8825326924732,4,8,Tablet,0
50.0,56744.13545107745,Female,Married,609.8702164196146,2,11,Mobile,1
,52977.279790077984,Female,Single,544.5712165617819,5,8,Mobile,1
64.0,,Male,Single,573.2269983079475,4,2,Mobile,1
,49765.21907566747,Other,Divorced,699.9189675386161,5,11,Mobile,0
51.0,48488.92631890992,Male,Single,762.0114547205543,2,2,Tablet,0
52.0,41841.92201331026,Female,Divorced,,4,2,Mobile,1
49.0,65533.74931434458,Female,Single,649.6225950191193,3,10,Mobile,0
41.0,38214.80605082006,Other,Single,587.4469848840762,4,7,Mobile,0
31.0,56834.27929286808,Male,Divorced,712.8893070139005,6,6,Desktop,1
49.0,47782.14500234404,Female,Single,583.5978666369914,9,12,Mobile,0
63.0,51615.42508470174,Other,Married,555.5733785985968,6,11,Mobile,0
60.0,56176.79436568801,Male,Married,628.4071466753066,8,1,Tablet,1
33.0,30386.38424163498,Male,Single,507.6241568178053,4,2,Mobile,0
21.0,52874.913376021745,Female,Married,,5,14,Mobile,0
69.0,84334.21234569809,,Divorced,782.0193235117974,5,1,Mobile,0
54.0,26648.549811819135,Male,Single,,6,12,Desktop,0
38.0,49135.88054426743,Male,Single,566.8296133267932,3,11,Tablet,1
31.0,66848.5898723573,Female,Divorced,655.0283035394665,2,7,Tablet,1
48.0,54524.28871930396,Male,Divorced,658.6732716021011,2,6,Desktop,0
65.0,60319.5042817405,Female,Divorced,633.5762991834802,5,2,Desktop,1
35.0,14365.009833610762,Male,Single,509.7638375776219,3,2,Tablet,1
24.0,58973.74061944926,Female,Divorced,709.3942529346452,4,2,Mobile,1
27.0,38574.676906496024,Other,Divorced,618.9862620169403,10,8,Tablet,0
24.0,54648.1592687472,Female,Married,735.4314665522431,4,14,Desktop,0
50.0,49558.47903635763,Female,Married,604.8627664929807,6,7,Mobile,1
40.0,84174.9954374245,Other,Single,718.7746037398404,7,1,Tablet,1
38.0,58200.42985648813,Male,Married,740.7258414355605,7,4,Mobile,1
36.0,48310.64256105821,Other,Married,617.3140406972326,6,11,Mobile,1
65.0,27354.608611196683,Female,Divorced,711.6315135873953,3,4,Desktop,0
36.0,51817.203527748454,Male,Divorced,557.0018725318522,1,7,Tablet,1
53.0,62348.43317520234,Other,Married,668.4582640948646,6,2,Desktop,0
46.0,48791.72162271165,Male,Married,735.5559395848387,6,4,Tablet,0
35.0,,Male,Married,686.2944992174887,5,1,Tablet,0
19.0,41411.20004230522,Other,Single,818.4356745997268,5,13,Mobile,0
18.0,58027.12153182981,Male,Single,690.2050594603809,3,13,Mobile,0
64.0,61390.819089637356,Other,Single,624.4310123174749,7,11,Mobile,0
22.0,,Female,Married,848.8620475101048,9,11,Desktop,0
37.0,,Male,Married,764.3590712143285,2,4,Mobile,1
28.0,57889.66337626425,Female,Single,537.7964706741122,10,11,Desktop,0
59.0,48174.44068373199,Female,Single,595.108547655018,6,14,Mobile,1
19.0,48616.486930500796,Male,Married,577.3289325071073,6,1,Desktop,1
20.0,56027.38781051003,Other,Divorced,695.1940723156339,4,2,Tablet,1
40.0,56114.843804374206,Male,Single,689.9810625771752,5,2,Desktop,1
29.0,57931.521586873605,Female,Married,689.4416352676849,5,12,Desktop,1
37.0,34137.932117062854,Female,Married,535.9063378350735,8,10,Desktop,0
22.0,38752.82889250312,Other,Divorced,605.3335917376465,1,12,Tablet,0
54.0,72288.02413276526,Male,Married,639.550032169345,3,3,Desktop,1
55.0,46691.4129877874,Female,Married,522.4655615475494,4,8,Tablet,1
47.0,54590.215970268444,Female,Single,588.9720563409477,4,11,Mobile,1
26.0,65819.99468064778,Female,Single,744.9503597116012,3,6,Mobile,0
51.0,56951.646085412285,Other,Divorced,541.2146801421288,11,6,Tablet,1
61.0,58197.83946458059,Female,Divorced,,7,9,Desktop,0
52.0,,Female,Married,726.3804364774852,5,8,Mobile,0
69.0,18250.043586544998,Male,Single,629.6483946136864,4,2,Desktop,1
39.0,42650.74767259198,Male,Divorced,604.578890044262,5,6,Desktop,0
61.0,57029.08694749387,Female,Divorced,708.227933550171,6,1,Tablet,0
41.0,70814.66460586486,Female,Divorced,594.8581887373058,4,13,Mobile,0
34.0,50991.4333948366,Male,Married,598.3401435037713,8,14,Tablet,1
27.0,37329.25307365857,Other,Single,648.329211719669,6,9,Tablet,1
,37728.70925584246,Other,Divorced,500.8836482949157,7,4,Tablet,1
63.0,63257.918051796114,Other,Single,548.5017081118806,5,4,Tablet,1
40.0,46733.3962641217,Other,Divorced,627.9037125698962,5,9,Desktop,1
49.0,49891.99931314495,Other,Divorced,683.2987222548819,5,3,Mobile,1
34.0,,Other,Single,593.8898243344925,1,5,Mobile,1
67.0,6477.144759596311,Other,Single,636.1672665384822,5,1,Mobile,1
68.0,80005.51267262122,Other,Single,537.0578414303658,5,6,Desktop,0
34.0,39033.892474234075,Male,Married,715.2738696589224,4,3,Desktop,1
31.0,53629.04554210357,Other,Divorced,665.4057630692687,8,1,Tablet,0
26.0,24429.544797555933,Other,Married,671.5982131847452,4,10,Tablet,0
57.0,43661.88334392443,Other,Single,684.1775432589427,5,6,Tablet,1
19.0,68670.32069547645,Female,Divorced,655.468925244635,8,14,Tablet,0
62.0,21257.49230501182,Male,Married,616.13590689982,4,12,Mobile,0
42.0,66893.00130783711,Male,Divorced,729.0758184104216,9,10,Tablet,1
56.0,45894.55855651424,Male,Married,660.9816803432541,8,2,Desktop,0
26.0,57307.46660330288,Other,Single,638.3996399928603,5,8,Desktop,1
39.0,59862.86620227666,Other,Married,649.3941742255647,5,14,Desktop,0
60.0,56621.322492363885,Female,Divorced,647.9024453457882,6,13,Tablet,0
63.0,,Male,Divorced,637.6964077252281,9,11,Mobile,1
21.0,44531.76280197465,Other,Divorced,681.2274453755535,5,12,Mobile,0
43.0,28076.657341237766,Male,Divorced,584.4897844514342,6,2,Tablet,0
46.0,57376.9449738212,Female,Single,589.6046274981784,7,4,Tablet,1
62.0,75530.82731023888,Female,Married,689.1484582600045,8,14,Desktop,1
51.0,22633.38669985306,Female,Single,639.8332461490543,7,3,Desktop,0
40.0,38575.31140792947,Male,Single,717.9975171500167,3,9,Mobile,0
54.0,47273.370861756004,Other,Single,678.6215300442304,4,2,Desktop,1
28.0,52600.12135570331,Other,Divorced,611.3160462946637,2,3,Desktop,0
23.0,63187.6445215164,Female,Divorced,690.2567454190072,5,7,Tablet,1
35.0,47717.000294635,Other,Divorced,,5,4,Mobile,1
